feature,plot_file,pass_count,fail_count,pass_mean,fail_mean,pass_median,fail_median,pass_std,fail_std,mean_difference_fail_minus_pass,median_difference_fail_minus_pass,mannwhitney_u,mannwhitney_p,rank_biserial,welch_t,welch_p,ks_statistic,ks_p,cohen_d
token_lT_count,analysis/feature_target_plots/token_lT_count.png,2560,86,0.002734375,0.18604651162790697,0.0,0.0,0.071222395981403,0.8473019866816949,0.18331213662790696,0.0,115036.0,7.553427346740651e-14,0.045021802325581506,2.006091249268014,0.048024799806176376,0.046511627906976744,0.9899112044354206,1.0957059238036144
token_lA_count,analysis/feature_target_plots/token_lA_count.png,2560,86,0.002734375,0.1744186046511628,0.0,0.0,0.071222395981403,0.7998802920013391,0.17168422965116278,0.0,115036.0,7.553473515028681e-14,0.045021802325581506,1.9902003820871181,0.0497809932981269,0.046511627906976744,0.9899112044354206,1.07558645719186
token_lA_fraction,analysis/feature_target_plots/token_lA_fraction.png,2560,86,2.1222529520515232e-05,0.0014298723716580778,0.0,0.0,0.0005525351155845766,0.006632790769705992,0.0014086498421375625,0.0,115036.0,7.553519683579242e-14,0.045021802325581506,1.9692704431482209,0.052177956624935365,0.046511627906976744,0.9899112044354206,1.0772818990789308
token_lT_fraction,analysis/feature_target_plots/token_lT_fraction.png,2560,86,2.1222529520515232e-05,0.001510064833566659,0.0,0.0,0.0005525351155845766,0.006904511900228435,0.0014888423040461437,0.0,115036.0,7.553519683579242e-14,0.045021802325581506,1.999485377519626,0.048748533181477045,0.046511627906976744,0.9899112044354206,1.1011673248735778
longest_lT_run,analysis/feature_target_plots/longest_lT_run.png,2560,86,0.0015625,0.08139534883720931,0.0,0.0,0.0395052936930895,0.3824108132568419,0.07983284883720931,0.0,115034.0,7.728736197692706e-14,0.0450036337209303,1.9356322617417618,0.05623469066114345,0.04494912790697674,0.9932276397939467,1.0129152627367604
longest_lA_run,analysis/feature_target_plots/longest_lA_run.png,2560,86,0.0015625,0.046511627906976744,0.0,0.0,0.0395052936930895,0.21182549667042372,0.04494912790697674,0.0,115028.0,8.27875879326043e-14,0.044949127906976694,1.9667025608924633,0.05247255290695608,0.04494912790697674,0.9932276397939467,0.8271615522613343
longest_lC_run,analysis/feature_target_plots/longest_lC_run.png,2560,86,0.001171875,0.03488372093023256,0.0,0.0,0.044187265246061015,0.18456144639815766,0.033711845930232555,0.0,113832.5,8.210461956427443e-13,0.03408884447674421,1.6922831602674204,0.09424075160129551,0.03410247093023256,0.9999221222312114,0.6170556166513437
token_lC_count,analysis/feature_target_plots/token_lC_count.png,2560,86,0.001953125,0.03488372093023256,0.0,0.0,0.07124811035934396,0.18456144639815766,0.03293059593023256,0.0,113831.0,8.383631578618185e-13,0.03407521802325575,1.650530000765961,0.10248842649437202,0.03410247093023256,0.9999221222312114,0.424843260781707
token_lC_fraction,analysis/feature_target_plots/token_lC_fraction.png,2560,86,1.52587890625e-05,0.00029732374648308373,0.0,0.0,0.0005566258621823747,0.0015731222412542678,0.00028206495742058373,0.0,113831.0,8.383669120600797e-13,0.03407521802325575,1.659298427927225,0.10071038501704964,0.03410247093023256,0.9999221222312114,0.45791363855023093
token_lG_fraction,analysis/feature_target_plots/token_lG_fraction.png,2560,86,3.0038718756626326e-05,0.0009154173406004896,0.0,0.0,0.000717284963838963,0.004285055383304917,0.0008853786218438633,0.0,114992.0,2.7699223414566267e-12,0.044622093023255704,1.9152149032439052,0.058821650867951665,0.046121002906976745,0.9908327031030248,0.8487188604471971
token_lG_count,analysis/feature_target_plots/token_lG_count.png,2560,86,0.00390625,0.11627906976744186,0.0,0.0,0.09263823990961922,0.5619002350462284,0.11237281976744186,0.0,114987.5,2.899121689373597e-12,0.044581213662790775,1.8537582757581363,0.06723624169821148,0.04494912790697674,0.9932276397939467,0.8271615522613345
longest_lG_run,analysis/feature_target_plots/longest_lG_run.png,2560,86,0.00234375,0.05813953488372093,0.0,0.0,0.05586345737134666,0.2809501175231142,0.05579578488372093,0.0,114985.5,2.958406290305499e-12,0.04456304505813957,1.8404888057433584,0.06917681033074206,0.044558502906976744,0.9939110781337045,0.7484172305550342
lna_count_middle,analysis/feature_target_plots/lna_count_middle.png,2560,86,0.0109375,0.5116279069767442,0.0,0.0,0.233643307197202,2.3300804633746606,0.5006904069767442,0.0,114954.0,4.697271755912759e-11,0.044276889534883734,1.9923894978343837,0.0495353655803063,0.046511627906976744,0.9899112044354206,1.0500185400802757
lna_position_std,analysis/feature_target_plots/lna_position_std.png,2560,86,0.003076980680438089,0.33738752440755787,0.0,0.0,0.06598645482754466,1.619745728229218,0.33431054372711977,0.0,114954.0,4.697289639322272e-11,0.044276889534883734,1.9139930208014038,0.058985817609904165,0.046511627906976744,0.9899112044354206,1.1234068025571375
lna_density_middle,analysis/feature_target_plots/lna_density_middle.png,2560,86,0.0002531216966173361,0.012503726893261773,0.0,0.0,0.00540206929212773,0.057161342780135904,0.012250605196644438,0.0,114954.0,4.697292619896038e-11,0.044276889534883734,1.987189139702165,0.05011970735570869,0.046511627906976744,0.9899112044354206,1.061121775691187
lna_span_fraction,analysis/feature_target_plots/lna_span_fraction.png,2560,86,6.731242428830994e-05,0.008604370295472417,0.0,0.0,0.0014657345527708304,0.04177478111867288,0.008537057871184108,0.0,114954.0,4.697301561629225e-11,0.044276889534883734,1.8951094087967733,0.06147689858549293,0.046511627906976744,0.9899112044354206,1.1192132904646839
longest_lna_run,analysis/feature_target_plots/longest_lna_run.png,2560,86,0.011328125,0.4418604651162791,0.0,0.0,0.23445953112852258,2.0210926058638248,0.43053234011627906,0.0,114913.0,4.89620084546999e-10,0.04390443313953485,1.9750161211134303,0.051508989653118856,0.046511627906976744,0.9899112044354206,1.0022582675942933
lna_last_fraction,analysis/feature_target_plots/lna_last_fraction.png,2560,86,-0.9957061061477891,-0.9262908013792747,-1.0,-1.0,0.08249270195377009,0.3362464259124759,0.06941530476851443,0.0,114903.0,5.3146979638167e-10,0.043813590116279055,1.9125295860852087,0.05916252509629347,0.044558502906976744,0.9939110781337045,0.6866071226485186
lna_last_position,analysis/feature_target_plots/lna_last_position.png,2560,86,-0.79296875,2.3488372093023258,-1.0,-1.0,4.179083808224306,15.293033740398013,3.1418059593023258,0.0,114899.0,5.49168247594172e-10,0.04377725290697665,1.9027900956656727,0.06043653578139362,0.044558502906976744,0.9939110781337045,0.6357532808700549
lna_first_position,analysis/feature_target_plots/lna_first_position.png,2560,86,-0.8015625,1.3255813953488371,-1.0,-1.0,4.050926000980045,10.597937491312516,2.127143895348837,0.0,114893.0,5.768004078536545e-10,0.04372274709302326,1.8567846682192142,0.06677196933264656,0.044558502906976744,0.9939110781337045,0.4817869825850612
lna_mean_position,analysis/feature_target_plots/lna_mean_position.png,2560,86,-0.797265625,1.6596194503171247,-1.0,-1.0,4.114437682608639,12.113000493361072,2.4568850753171247,0.0,114893.0,5.768004078536545e-10,0.04372274709302326,1.877337313195649,0.06387544248386652,0.044558502906976744,0.9939110781337045,0.5348475877505611
lna_mean_fraction,analysis/feature_target_plots/lna_mean_fraction.png,2560,86,-0.9957397623599334,-0.9321196477098904,-1.0,-1.0,0.08188686374392588,0.30924743363484086,0.06362011465004302,0.0,114893.0,5.76801295722186e-10,0.04372274709302326,1.9055778225576647,0.06006961833779027,0.044558502906976744,0.9939110781337045,0.6505288942514289
lna_first_fraction,analysis/feature_target_plots/lna_first_fraction.png,2560,86,-0.9957734185720776,-0.9348951716747469,-1.0,-1.0,0.081283117686815,0.2965437161709617,0.06087824689733068,0.0,114892.0,5.815366906385071e-10,0.04371366279069777,1.9014077425785776,0.060619591126950374,0.044167877906976745,0.9945413104682753,0.6339557308179747
longest_rU_run,analysis/feature_target_plots/longest_rU_run.png,2560,86,3.63203125,3.36046511627907,4.0,4.0,0.8310535687866603,0.8528539037383549,-0.27156613372092986,0.0,87752.5,0.0001276962775514738,-0.20282976017441856,-2.9069110939851384,0.004589628398597229,0.1946220930232558,0.003087916375318833,-0.3264944887972882
rna_mean_fraction,analysis/feature_target_plots/rna_mean_fraction.png,2560,86,0.4852295906190463,0.4759680150510032,0.5,0.5,0.05084062059675956,0.047681443781981844,-0.009261575568043079,0.0,87096.5,0.0007229009148549838,-0.20878906249999996,-1.7678511642394354,0.08041513942001312,0.20213481104651163,0.001856741445000712,-0.18252244529449846
rna_count_3p,analysis/feature_target_plots/rna_count_3p.png,2560,86,28.06328125,25.767441860465116,30.0,29.0,12.337474064432442,12.41694707065322,-2.2958393895348834,-1.0,89988.0,0.003032232781173519,-0.18252180232558135,-1.6869065886568957,0.09505688306541263,0.2198310319767442,0.0005180864518134424,-0.1860480158675478
repeated_dinucleotide_count,analysis/feature_target_plots/repeated_dinucleotide_count.png,2560,86,9.080859375,8.430232558139535,7.0,7.0,11.275654819208688,13.169966454621997,-0.6506268168604645,0.0,90019.5,0.0035141928401281365,-0.18223564680232562,-0.4525995158316463,0.6519355813268766,0.1762172965116279,0.009880997395671791,-0.05736702682201404
longest_homopolymer_run,analysis/feature_target_plots/longest_homopolymer_run.png,2560,86,5.069140625,4.8604651162790695,5.0,5.0,2.087829422086669,2.372205678502973,-0.20867550872093066,0.0,93207.5,0.0037576694908057766,-0.1532748909883721,-0.8053598761387752,0.4227469954341686,0.13723655523255815,0.07886519032125956,-0.09948433595021965
longest_rA_run,analysis/feature_target_plots/longest_rA_run.png,2560,86,4.477734375,4.22093023255814,5.0,4.0,2.238838920195087,2.5270357561226353,-0.2568041424418599,-1.0,92021.5,0.0046369742577618165,-0.16404887354651165,-0.930225537012158,0.3547555255679202,0.1506359011627907,0.0409535220596294,-0.11420224162711663
methyl_mean_fraction,analysis/feature_target_plots/methyl_mean_fraction.png,2560,86,0.33592152719629065,0.3745051853719001,0.4904761904761904,0.5,0.5035259941107234,0.5100231401977453,0.03858365817560944,0.009523809523809601,128347.5,0.007273592218258341,0.16594749273255816,0.6903455854092228,0.49174057712657493,0.1800236191860465,0.007842493532688169,0.07659497270994474
rna_mean_position,analysis/feature_target_plots/rna_mean_position.png,2560,86,53.54729983453821,51.59884373453258,52.56382978723404,52.56382978723404,12.038824791374422,11.662884425368349,-1.9484561000056289,0.0,92665.5,0.010957809549387377,-0.15819858284883725,-1.5222889880647912,0.13139698871951935,0.17626271802325583,0.009852766380011264,-0.16200787992642948
modified_token_mean_fraction,analysis/feature_target_plots/modified_token_mean_fraction.png,2560,86,0.41935986617206866,0.3981162729355102,0.4956140350877193,0.5,0.3798831740557883,0.4560221136128006,-0.021243593236558445,0.004385964912280715,126971.5,0.01331676073871599,0.1534474927325582,-0.42705831620711066,0.6703681309868523,0.20643168604651163,0.0013757612779890893,-0.05552911890821182
token_rU_count,analysis/feature_target_plots/token_rU_count.png,2560,86,23.637109375,21.953488372093023,24.0,22.0,7.53897971650251,7.253245888799897,-1.6836210029069782,-2.0,93545.5,0.017455908003270737,-0.15020439680232556,-2.1145596868778673,0.03719318234120972,0.17220203488372093,0.012536636086285514,-0.2235895584856504
mod_density_3p,analysis/feature_target_plots/mod_density_3p.png,2560,86,0.2547741167836408,0.298142126367851,0.1666666666666666,0.1666666666666666,0.2794419691599741,0.29495359268147153,0.043368009584210165,0.0,126033.5,0.018826397123796208,0.14492641715116283,1.343427095637256,0.1825038361080874,0.18443859011627908,0.005962454800013741,0.15491119146329754
modified_token_density_3p,analysis/feature_target_plots/modified_token_density_3p.png,2560,86,0.2547741167836408,0.298142126367851,0.1666666666666666,0.1666666666666666,0.2794419691599741,0.29495359268147153,0.043368009584210165,0.0,126033.5,0.018826397123796208,0.14492641715116283,1.343427095637256,0.1825038361080874,0.18443859011627908,0.005962454800013741,0.15491119146329754
methyl_count_3p,analysis/feature_target_plots/methyl_count_3p.png,2560,86,6.599609375,7.930232558139535,3.0,3.0,9.679801339390012,9.978554295469527,1.3306231831395348,0.0,123988.0,0.019327486194907824,0.12634447674418614,1.217526521802291,0.22657060393216802,0.16944949127906977,0.014710802610671026,0.13732560501696103
modified_token_count_3p,analysis/feature_target_plots/modified_token_count_3p.png,2560,86,9.464453125,11.244186046511627,6.0,6.0,10.105670008881141,11.374828812169259,1.779732921511627,0.0,124761.0,0.019473099032940047,0.13336664244186047,1.4321102251673725,0.15559303162144764,0.16319949127906977,0.020951533190912804,0.17536144636905496
longest_mG_run,analysis/feature_target_plots/longest_mG_run.png,2560,86,0.85625,1.0813953488372092,1.0,1.0,0.6969761069293009,0.8840430689411112,0.22514534883720927,0.0,124898.0,0.019608337761559853,0.1346111918604651,2.337498068468115,0.021667068071689877,0.1708030523255814,0.01360242073773974,0.31991598471821864
rna_density_3p,analysis/feature_target_plots/rna_density_3p.png,2560,86,0.7423330723596645,0.701857873632149,0.8333333333333334,0.8333333333333334,0.28186232714672643,0.29495359268147153,-0.04047519872751548,0.0,94563.5,0.02234004980862513,-0.14095657703488373,-1.2534962808715182,0.21326119025483403,0.18287609011627906,0.006574872848636097,-0.143380286622367
longest_methyl_run,analysis/feature_target_plots/longest_methyl_run.png,2560,86,5.10078125,5.604651162790698,1.0,1.0,9.78151310421116,9.373654030146461,0.503869912790698,0.0,122999.5,0.025863000071785287,0.11736464389534884,0.4896177569411698,0.6255784008231084,0.16046511627906976,0.024354047530431112,0.051580216691663835
methyl_density_3p,analysis/feature_target_plots/methyl_density_3p.png,2560,86,0.17906012137267352,0.21249028747053336,0.0833333333333333,0.0833333333333333,0.2689478677570404,0.27207398372390257,0.03343016609785984,0.0,124769.5,0.03031462550466332,0.1334438590116278,1.1212104074695888,0.26515910682062116,0.17756177325581396,0.009110925075274641,0.1242531083291154
star_mean_fraction,analysis/feature_target_plots/star_mean_fraction.png,2560,86,0.3118080412085608,0.34133894303190787,0.5,0.5,0.49390223151650214,0.4964626139651892,0.029530901823347055,0.0,121564.5,0.03089149026119789,0.10432867005813962,0.5426715695642764,0.5886863407027203,0.09196947674418604,0.45456108892541175,0.05978099897687295
longest_modified_token_run,analysis/feature_target_plots/longest_modified_token_run.png,2560,86,9.57265625,10.488372093023257,6.0,6.0,10.21290523543558,11.021630269126689,0.915715843023257,0.0,122652.5,0.03881464466794398,0.1142123909883721,0.7596074435512064,0.44947500046793687,0.14661155523255814,0.050184278085629405,0.08942626556595479
modified_token_position_std,analysis/feature_target_plots/modified_token_position_std.png,2560,86,45.77229092226016,41.928673423939834,49.52945251733222,49.52945251733222,17.242685609607936,17.169994150058915,-3.8436174983203273,0.0,96802.0,0.05234887640906591,-0.12062136627906972,-2.041664725469715,0.044084689940861406,0.16142805232558138,0.023104210326099647,-0.22294307968475527
rna_last_position,analysis/feature_target_plots/rna_last_position.png,2560,86,103.924609375,101.13953488372093,105.0,105.0,24.435130361495208,23.390376498087807,-2.785074491279076,0.0,97118.5,0.05750155795933101,-0.11774618459302322,-1.08450182744412,0.2809965208147987,0.14381359011627906,0.057612968482428625,-0.11413192308761486
token_mC_count,analysis/feature_target_plots/token_mC_count.png,2560,86,2.190625,2.9186046511627906,1.0,1.0,3.166289749477694,3.838550940682357,0.7279796511627907,0.0,122587.5,0.06188411483474323,0.11362191133720922,1.7389761662528131,0.08549946418291866,0.11872274709302326,0.17628599730063085,0.22819916743296195
rna_position_std,analysis/feature_target_plots/rna_position_std.png,2560,86,28.265569425467003,27.546211381922852,27.25004724205872,27.25004724205872,6.985004470073854,6.658113959045916,-0.7193580435441511,0.0,97417.0,0.0642746066545244,-0.11503452034883721,-0.98391888635393,0.3277528816962553,0.15192587209302325,0.038325675404247785,-0.10313770500573334
slash_mod_density_middle,analysis/feature_target_plots/slash_mod_density_middle.png,2560,86,0.001595065248988876,0.0023297416482922113,0.0,0.0,0.015623142834853937,0.010002605688550888,0.0007346763993033353,0.0,113653.0,0.06703877789766545,0.03245821220930223,0.6548288591850523,0.5140891869556176,0.03235828488372093,0.9999757330941558,0.04747736591872668
token_rU_fraction,analysis/feature_target_plots/token_rU_fraction.png,2560,86,0.2118584360832248,0.20393224543844787,0.2176065432630219,0.2075471698113207,0.051844885139264836,0.061299980747765395,-0.007926190644776926,-0.010059373451701187,97327.0,0.06706063770655238,-0.11585210755813957,-1.1849420456943733,0.23919017101041823,0.1631359011627907,0.02102506658036072,-0.1519139948086414
slash_mod_count_middle,analysis/feature_target_plots/slash_mod_count_middle.png,2560,86,0.064453125,0.09302325581395349,0.0,0.0,0.5578545803833027,0.3949060045048453,0.028570130813953487,0.0,113647.0,0.0674987954828403,0.03240370639534884,0.6494983117918558,0.5175551416481794,0.03235828488372093,0.9999757330941558,0.05162999216418703
methyl_position_std,analysis/feature_target_plots/methyl_position_std.png,2560,86,42.34397304668596,40.43909015181478,49.52692870213806,49.04525970978235,20.530993872127567,19.510529501393208,-1.9048828948711787,-0.4816689923557078,97870.5,0.07405969490305066,-0.11091478924418607,-0.8890316954765575,0.37631895152524475,0.16877725290697673,0.015291998765649273,-0.09292574929644541
token_mC_fraction,analysis/feature_target_plots/token_mC_fraction.png,2560,86,0.01984773338929684,0.025812510348057916,0.0094339622641509,0.009618941916389151,0.028415642294776566,0.03332882036501479,0.0059647769587610755,0.0001849796522382513,121928.5,0.08354317989305139,0.10763535610465125,1.6397763244880326,0.10457384867538715,0.14264171511627907,0.060993854616423024,0.20865543017475396
rna_count_middle,analysis/feature_target_plots/rna_count_middle.png,2560,86,35.026953125,33.06976744186046,35.0,35.0,8.540026902170212,8.683711185045276,-1.9571856831395351,0.0,98820.0,0.09521246733442554,-0.10228924418604646,-2.056992453402784,0.04256167188212919,0.11590661337209303,0.19718476963018935,-0.22905302922407614
base_U_count,analysis/feature_target_plots/base_U_count.png,2560,86,28.010546875,26.732558139534884,28.0,27.0,7.330545366013293,7.565283585687594,-1.2779887354651152,-1.0,98580.0,0.0978788764992363,-0.10446947674418605,-1.5424379888556374,0.126458966322693,0.14504905523255815,0.054224148043499475,-0.17415541082833644
base_T_count,analysis/feature_target_plots/base_T_count.png,2560,86,28.010546875,26.732558139534884,28.0,27.0,7.330545366013293,7.565283585687594,-1.2779887354651152,-1.0,98580.0,0.0978788764992363,-0.10446947674418605,-1.5424379888556374,0.126458966322693,0.14504905523255815,0.054224148043499475,-0.17415541082833644
rna_last_fraction,analysis/feature_target_plots/rna_last_fraction.png,2560,86,0.9397698686549756,0.9325684786581626,0.9803921568627452,0.9545219638242894,0.10458263062196713,0.10043440048904557,-0.007201389996812968,-0.025870193038455724,99115.5,0.09846778338823119,-0.09960483284883725,-0.6531514502500625,0.5153000715112506,0.15989280523255814,0.02512478263483826,-0.06894459996010366
mod_density_middle,analysis/feature_target_plots/mod_density_middle.png,2560,86,0.051809168749263376,0.08476376217247028,0.0,0.0,0.11492217657590414,0.16185496590843845,0.032954593423206904,0.0,118930.0,0.10246127185126136,0.08039607558139528,1.872372770972635,0.06447969016364714,0.09353197674418605,0.433388740369282,0.2823269410481221
modified_token_density_middle,analysis/feature_target_plots/modified_token_density_middle.png,2560,86,0.051809168749263376,0.08476376217247028,0.0,0.0,0.11492217657590414,0.16185496590843845,0.032954593423206904,0.0,118930.0,0.10246127185126136,0.08039607558139528,1.872372770972635,0.06447969016364714,0.09353197674418605,0.433388740369282,0.2823269410481221
methyl_mean_position,analysis/feature_target_plots/methyl_mean_position.png,2560,86,51.35317326661398,54.349136833711064,51.5,60.07142857142857,22.84659749977702,22.929997334425853,2.9959635670970854,8.57142857142857,121218.0,0.10321039389084055,0.10118095930232562,1.1919500723527834,0.23638815800978522,0.12779796511627908,0.12060216480457066,0.13111849134534212
modified_token_count_middle,analysis/feature_target_plots/modified_token_count_middle.png,2560,86,1.88984375,3.3255813953488373,0.0,0.0,4.429153829896438,6.708101967840375,1.4357376453488373,0.0,118712.0,0.11096651215176198,0.07841569767441858,1.970459515251826,0.05194707242171185,0.09470385174418605,0.417875906961428,0.31761801772298004
rna_density_middle,analysis/feature_target_plots/rna_density_middle.png,2560,86,0.9463566591906225,0.9152362378275298,1.0,1.0,0.12132222519001849,0.16185496590843845,-0.031120421363092676,0.0,101619.0,0.11994084780557585,-0.07686228197674416,-1.7664779089368459,0.0807739801711531,0.09157885174418605,0.4599384423133483,-0.25335443026602283
longest_rna_run,analysis/feature_target_plots/longest_rna_run.png,2560,86,83.08125,77.25581395348837,93.0,93.0,33.23602698344663,33.95920945747625,-5.825436046511626,0.0,99913.0,0.13642573688226967,-0.09236010174418607,-1.5658233123549432,0.12087800678506773,0.0947765261627907,0.41696727437612024,-0.17515093206564564
token_rA_count,analysis/feature_target_plots/token_rA_count.png,2560,86,27.1875,26.511627906976745,28.0,27.0,13.898138902286343,15.053429694060938,-0.6758720930232549,-1.0,99750.5,0.13716886254314928,-0.09383630087209305,-0.41053253580987686,0.682391772550609,0.12742550872093023,0.12256001140598959,-0.04849560685371352
methyl_last_fraction,analysis/feature_target_plots/methyl_last_fraction.png,2560,86,0.7466630963611629,0.7619594839449189,0.9932432432432432,1.0,0.6527956051685739,0.6429323233002996,0.015296387583755955,0.006756756756756799,119228.5,0.1522230480252668,0.0831077398255815,0.2169101178824707,0.8287640285705984,0.09410428779069767,0.425774000123015,0.02344342807741657
longest_mA_run,analysis/feature_target_plots/longest_mA_run.png,2560,86,1.120703125,1.4069767441860466,1.0,1.0,1.6708079928917567,1.8558518385128777,0.28627361918604666,0.0,119171.5,0.15503085148016155,0.08258993459302322,1.411411676485496,0.16158293470982085,0.06945857558139534,0.790007383769017,0.17069821246002015
rna_span_fraction,analysis/feature_target_plots/rna_span_fraction.png,2560,86,0.8880429973495175,0.8849416723258825,0.9428571428571428,0.9069767441860463,0.11909655537312056,0.10687393887304358,-0.0031013250236350265,-0.03588039867109649,100477.0,0.15995325754385037,-0.08723655523255813,-0.26366337912337934,0.792627483905186,0.1407794331395349,0.06671505741532037,-0.02612231722616711
rna_first_position,analysis/feature_target_plots/rna_first_position.png,2560,86,5.5875,5.186046511627907,6.0,6.0,3.6045431798989673,2.0722913030918315,-0.40145348837209305,0.0,103230.5,0.16163217839165733,-0.062222928779069764,-1.7116467759792158,0.08996786216907932,0.041978561046511625,0.9972093016407764,-0.11259253294075934
token_rG_count,analysis/feature_target_plots/token_rG_count.png,2560,86,23.6484375,22.24418604651163,24.0,23.5,8.953346008501425,9.74732065328317,-1.4042514534883708,-0.5,100666.0,0.17606993063386167,-0.08551962209302322,-1.3174667966646507,0.19103061840320684,0.10547783430232559,0.2913495599250974,-0.15637608264806294
token_mG_count,analysis/feature_target_plots/token_mG_count.png,2560,86,2.771484375,3.4767441860465116,1.0,1.0,4.228955361128161,4.616407424638764,0.7052598110465116,0.0,118715.0,0.20035704625121997,0.07844295058139528,1.39719573320034,0.1657953806102997,0.13333030523255815,0.09437081345848682,0.16625793277779538
token_mA_count,analysis/feature_target_plots/token_mA_count.png,2560,86,2.730078125,3.302325581395349,1.0,1.0,4.768025749963537,5.001340449594454,0.572247456395349,0.0,118158.5,0.21576139058791433,0.0733875363372094,1.0452395266148438,0.29870327298687765,0.0649890988372093,0.8501716898592682,0.11982473932924809
base_A_count,analysis/feature_target_plots/base_A_count.png,2560,86,30.055859375,30.046511627906977,30.0,29.0,13.284146458521445,14.302535338179144,-0.009347747093023884,-1.0,101717.0,0.22867328081448124,-0.07597202034883721,-0.005975024138481272,0.995245873826627,0.10372456395348838,0.3098853097781368,-0.0007018830682089072
rna_first_fraction,analysis/feature_target_plots/rna_first_fraction.png,2560,86,0.051726871305457944,0.04762680633227995,0.0571428571428571,0.0560747663551401,0.04363849929753453,0.019402083765748226,-0.004100064973177997,-0.0010680907877169965,102279.5,0.24258618207526483,-0.07086210029069773,-1.8117963397558545,0.07259956988930957,0.09855559593023255,0.3692465711635765,-0.09519088622704665
star_density_3p,analysis/feature_target_plots/star_density_3p.png,2560,86,0.06973816847518113,0.08046400347692392,0.0833333333333333,0.0833333333333333,0.03021958658258958,0.06563549469755568,0.01072583500174279,0.0,117655.0,0.24347149651892075,0.06881359011627897,1.5100825482314855,0.13467882390617827,0.07853379360465117,0.6536879812392694,0.33545104841461426
slash_mod_count_3p,analysis/feature_target_plots/slash_mod_count_3p.png,2560,86,0.23046875,0.16279069767441862,0.0,0.0,1.0877885251910497,0.7492814615472152,-0.06767805232558138,0.0,105931.5,0.24386499868340827,-0.03768622819767442,-0.8094631982487117,0.42022089722966244,0.03912609011627907,0.999024415803897,-0.06274851590385276
star_count_5p,analysis/feature_target_plots/star_count_5p.png,2560,86,2.77109375,2.6744186046511627,3.0,3.0,1.3136284668525424,1.3411308701778182,-0.09667514534883725,0.0,104558.0,0.24797878638259585,-0.05016351744186043,-0.6579678093629739,0.5122278568145407,0.04424963662790698,0.9944135465168671,-0.0735439777693902
token_rA_fraction,analysis/feature_target_plots/token_rA_fraction.png,2560,86,0.2460379348724672,0.24365359539627726,0.2641509433962264,0.25080645161290316,0.1146518535699688,0.12625678556528488,-0.002384339476189934,-0.013344491783323253,102105.0,0.2520206892326121,-0.07244731104651159,-0.1727543472392483,0.8632334172156306,0.1114734738372093,0.23386845187553,-0.020725610947867724
star_count_middle,analysis/feature_target_plots/star_count_middle.png,2560,86,0.0921875,0.1744186046511628,0.0,0.0,0.4090820030134877,0.7699023691369806,0.08223110465116279,0.0,113153.5,0.26033238747831167,0.02792060319767442,0.9858251581217425,0.32696464145426196,0.028270348837209303,0.9999993364921459,0.1932715987137855
