source_row_index,Ref ID,target,label
0,591206723,0,Pass
1,588916194,0,Pass
2,588916195,0,Pass
3,593821265,0,Pass
4,594624328,0,Pass
5,594624327,0,Pass
6,594624334,0,Pass
7,594624349,0,Pass
8,594624351,0,Pass
9,594624359,0,Pass
10,594624344,0,Pass
11,594624353,0,Pass
12,594624335,0,Pass
13,595466236,0,Pass
14,595466234,0,Pass
15,595466235,0,Pass
16,594624343,0,Pass
17,594624347,0,Pass
18,593052622,0,Pass
19,593052623,0,Pass
20,593052624,0,Pass
21,593052625,0,Pass
22,593052626,0,Pass
23,593052627,0,Pass
24,593052621,0,Pass
25,592095457,0,Pass
26,595068579,0,Pass
27,595068580,0,Pass
28,595149923,0,Pass
29,595149921,0,Pass
30,595149922,0,Pass
31,595149920,0,Pass
32,595149919,0,Pass
33,594084502,1,Fail
34,594951944,0,Pass
35,594732521,0,Pass
36,595178000,0,Pass
37,594624330,0,Pass
38,594624352,0,Pass
39,594624348,0,Pass
40,595643066,0,Pass
41,595643064,0,Pass
42,595643065,0,Pass
43,595643067,0,Pass
44,595466238,0,Pass
45,595466237,0,Pass
46,594624346,0,Pass
47,594624325,0,Pass
48,594624329,0,Pass
49,594624326,0,Pass
50,594624350,0,Pass
51,594655656,0,Pass
52,593792400,0,Pass
53,593764265,0,Pass
54,593764264,0,Pass
55,594597448,0,Pass
56,593751511,0,Pass
57,595377125,0,Pass
58,595377127,0,Pass
59,595377122,0,Pass
60,595377124,0,Pass
61,595068577,0,Pass
62,592435332,0,Pass
63,592435333,0,Pass
64,595382418,0,Pass
65,595382417,0,Pass
66,595643068,0,Pass
67,595382416,0,Pass
68,593792418,0,Pass
69,594624341,0,Pass
70,594624358,0,Pass
71,594535635,1,Fail
72,594535634,0,Pass
73,594535633,0,Pass
74,594535632,0,Pass
75,594535631,0,Pass
76,594624345,0,Pass
77,594624354,0,Pass
78,594624355,0,Pass
79,594624356,0,Pass
80,594624357,0,Pass
81,596116510,0,Pass
82,594624333,0,Pass
83,595466240,1,Fail
84,595466239,1,Fail
85,596111546,0,Pass
86,596116511,0,Pass
87,596116509,0,Pass
88,596116512,0,Pass
89,596381878,0,Pass
90,596381877,0,Pass
91,596381879,0,Pass
92,596381880,0,Pass
93,594624332,0,Pass
94,594624360,0,Pass
95,594624331,0,Pass
96,594624342,0,Pass
97,596893076,0,Pass
98,595389399,0,Pass
99,596283727,0,Pass
100,596213504,1,Fail
101,594624338,0,Pass
102,594624340,0,Pass
103,592939261,0,Pass
104,592939258,0,Pass
105,592939260,0,Pass
106,592939263,0,Pass
107,589098737,0,Pass
108,589098741,0,Pass
109,589098743,0,Pass
110,596952545,0,Pass
111,596952547,0,Pass
112,596552689,0,Pass
113,597328025,1,Fail
114,596493613,0,Pass
115,595466233,1,Fail
116,595466232,1,Fail
117,594634841,0,Pass
118,597326071,0,Pass
119,597326073,0,Pass
120,597326072,0,Pass
121,597326074,0,Pass
122,597326075,0,Pass
123,596538629,0,Pass
124,596362139,0,Pass
125,596729595,1,Fail
126,596729596,1,Fail
127,596213974,0,Pass
128,596552688,0,Pass
129,597328023,1,Fail
130,594606948,1,Fail
131,596543373,0,Pass
132,595872741,0,Pass
133,595872742,1,Fail
134,597374233,0,Pass
135,594624336,0,Pass
136,594624337,0,Pass
137,592939259,0,Pass
138,594634842,1,Fail
139,597484127,0,Pass
140,595796619,0,Pass
141,597328024,1,Fail
142,597374234,0,Pass
143,594624339,0,Pass
144,592939262,0,Pass
145,589098747,0,Pass
146,589098739,0,Pass
147,589098742,0,Pass
148,589098738,0,Pass
149,589098740,0,Pass
150,589098744,0,Pass
151,596893077,0,Pass
152,589098746,0,Pass
153,589098750,0,Pass
154,589098745,0,Pass
155,589098748,0,Pass
156,589098751,0,Pass
157,596054305,0,Pass
158,597675573,0,Pass
159,597675574,0,Pass
160,597688629,0,Pass
161,597688626,0,Pass
162,597688628,0,Pass
163,597688624,0,Pass
164,597688625,0,Pass
165,597688630,0,Pass
166,597688627,0,Pass
167,597688631,0,Pass
168,597611315,0,Pass
169,597611316,0,Pass
170,589098749,1,Fail
171,589098752,0,Pass
172,589098759,1,Fail
173,589098753,0,Pass
174,596213975,0,Pass
175,597675575,0,Pass
176,597675576,0,Pass
177,598238910,0,Pass
178,589098761,0,Pass
179,589098754,0,Pass
180,589098755,0,Pass
181,589098756,0,Pass
182,589098767,0,Pass
183,589098757,0,Pass
184,589098758,0,Pass
185,598270347,0,Pass
186,598044475,1,Fail
187,598044476,1,Fail
188,598044477,1,Fail
189,597977106,1,Fail
190,597977105,1,Fail
191,597961441,0,Pass
192,589098762,0,Pass
193,589098764,0,Pass
194,589098765,0,Pass
195,589098763,0,Pass
196,589098760,0,Pass
197,589098766,0,Pass
198,598463318,0,Pass
199,598516307,0,Pass
200,598516308,0,Pass
201,598516309,0,Pass
202,598516310,0,Pass
203,598516311,0,Pass
204,599474983,0,Pass
205,599475015,0,Pass
206,599475074,0,Pass
207,599474809,0,Pass
208,598826791,0,Pass
209,598516312,0,Pass
210,597708976,0,Pass
211,599359213,0,Pass
212,599359210,0,Pass
213,599359180,0,Pass
214,599359173,0,Pass
215,599359171,1,Fail
216,599359175,0,Pass
217,599359179,0,Pass
218,599474802,0,Pass
219,599475010,0,Pass
220,599475014,0,Pass
221,599475013,0,Pass
222,599475075,0,Pass
223,599474973,0,Pass
224,599474978,0,Pass
225,599474811,0,Pass
226,599474980,0,Pass
227,599474814,0,Pass
228,599474975,0,Pass
229,599474968,0,Pass
230,599474817,0,Pass
231,599474807,0,Pass
232,599474970,0,Pass
233,599474800,0,Pass
234,599475072,0,Pass
235,599475073,0,Pass
236,599475070,0,Pass
237,599475077,0,Pass
238,598981252,0,Pass
239,599475069,0,Pass
240,599475067,0,Pass
241,599475065,0,Pass
242,599475071,0,Pass
243,599475068,0,Pass
244,599475182,0,Pass
245,599475180,0,Pass
246,599475181,0,Pass
247,599475179,0,Pass
248,599475165,0,Pass
249,599475162,0,Pass
250,599475168,0,Pass
251,599475164,0,Pass
252,599475166,0,Pass
253,599475167,0,Pass
254,599475163,0,Pass
255,599474804,0,Pass
256,599475076,0,Pass
257,599475116,0,Pass
258,599475113,0,Pass
259,599475185,0,Pass
260,599475054,0,Pass
261,599475114,0,Pass
262,599475112,0,Pass
263,597224366,0,Pass
264,597224368,1,Fail
265,597224369,1,Fail
266,599475197,0,Pass
267,599475115,0,Pass
268,599475196,0,Pass
269,599475184,0,Pass
270,599475052,0,Pass
271,599475056,1,Fail
272,599475183,1,Fail
273,599475057,0,Pass
274,599474965,0,Pass
275,599475178,0,Pass
276,599475027,0,Pass
277,599475096,0,Pass
278,599475097,0,Pass
279,599475198,0,Pass
280,599475095,0,Pass
281,599475028,0,Pass
282,599475029,0,Pass
283,599475094,0,Pass
284,599475176,0,Pass
285,599475174,0,Pass
286,599475172,0,Pass
287,599475170,0,Pass
288,599475175,0,Pass
289,599475173,0,Pass
290,599475171,0,Pass
291,599475177,0,Pass
292,599475058,0,Pass
293,599474930,0,Pass
294,599475024,0,Pass
295,599475158,1,Fail
296,599475020,0,Pass
297,599475156,1,Fail
298,599475155,1,Fail
299,599475023,0,Pass
300,599475157,1,Fail
301,600286108,0,Pass
302,597224367,1,Fail
303,599435699,0,Pass
304,599435707,0,Pass
305,599435701,0,Pass
306,599435703,0,Pass
307,599435705,0,Pass
308,599359211,0,Pass
309,599475053,0,Pass
310,599475059,0,Pass
311,599475030,0,Pass
312,599475055,0,Pass
313,599474928,0,Pass
314,599475092,0,Pass
315,599475128,0,Pass
316,599475129,0,Pass
317,599475126,0,Pass
318,599474898,0,Pass
319,599474896,0,Pass
320,599475044,0,Pass
321,599474789,0,Pass
322,599474926,0,Pass
323,599475008,0,Pass
324,599475031,0,Pass
325,599475043,0,Pass
326,599475083,0,Pass
327,599475087,0,Pass
328,599475093,0,Pass
329,599475091,0,Pass
330,599475088,0,Pass
331,599475085,0,Pass
332,599475018,0,Pass
333,599475079,0,Pass
334,599475080,0,Pass
335,599475016,0,Pass
336,599475017,0,Pass
337,599475081,0,Pass
338,599475082,0,Pass
339,599475084,0,Pass
340,600004846,0,Pass
341,599890964,0,Pass
342,599890962,0,Pass
343,599890963,0,Pass
344,599359221,0,Pass
345,599359215,0,Pass
346,599359217,0,Pass
347,599359218,0,Pass
348,599359208,0,Pass
349,599359205,0,Pass
350,599359190,0,Pass
351,599359194,0,Pass
352,599359198,0,Pass
353,599359203,0,Pass
354,599359188,0,Pass
355,599359186,0,Pass
356,600983831,0,Pass
357,599475045,0,Pass
358,599475127,0,Pass
359,599475191,0,Pass
360,599475033,0,Pass
361,599475107,0,Pass
362,599475036,0,Pass
363,599475037,0,Pass
364,599475103,0,Pass
365,599475039,0,Pass
366,599475038,0,Pass
367,599474782,0,Pass
368,599475041,0,Pass
369,599475040,0,Pass
370,599475005,0,Pass
371,600520027,0,Pass
372,599475002,0,Pass
373,599475090,0,Pass
374,599475021,0,Pass
375,599474845,0,Pass
376,599475063,0,Pass
377,599474833,0,Pass
378,599475133,0,Pass
379,599475121,0,Pass
380,599474948,0,Pass
381,599475120,0,Pass
382,599474786,0,Pass
383,599475078,0,Pass
384,599474784,0,Pass
385,599475049,0,Pass
386,599475046,0,Pass
387,599475050,0,Pass
388,599475047,0,Pass
389,599475048,0,Pass
390,599474840,0,Pass
391,599475042,0,Pass
392,599474838,0,Pass
393,599474835,0,Pass
394,599474831,0,Pass
395,599475160,0,Pass
396,599475135,0,Pass
397,599475136,0,Pass
398,599475134,0,Pass
399,599475118,0,Pass
400,599475124,0,Pass
401,599475123,0,Pass
402,599474943,0,Pass
403,599475110,0,Pass
404,599475109,0,Pass
405,599474987,0,Pass
406,599474990,0,Pass
407,599474992,0,Pass
408,599474824,0,Pass
409,601005771,0,Pass
410,601005768,0,Pass
411,599359182,0,Pass
412,599359177,0,Pass
413,599359169,0,Pass
414,599359206,0,Pass
415,600983830,0,Pass
416,599474923,0,Pass
417,599475131,0,Pass
418,599475169,0,Pass
419,599474921,0,Pass
420,599474945,0,Pass
421,599475106,0,Pass
422,599474950,0,Pass
423,599475105,0,Pass
424,599474911,0,Pass
425,599474913,0,Pass
426,599475153,0,Pass
427,599475150,0,Pass
428,599474874,0,Pass
429,599474894,0,Pass
430,599475130,0,Pass
431,599475149,0,Pass
432,599474826,0,Pass
433,599474829,0,Pass
434,599474822,0,Pass
435,599475194,0,Pass
436,599475193,0,Pass
437,599475104,0,Pass
438,599475195,0,Pass
439,599475146,0,Pass
440,599474889,0,Pass
441,599474906,0,Pass
442,599475138,0,Pass
443,599475145,0,Pass
444,599474842,0,Pass
445,599474886,0,Pass
446,599474869,0,Pass
447,599474884,0,Pass
448,599474881,0,Pass
449,599474879,0,Pass
450,599474871,0,Pass
451,599474876,0,Pass
452,599474866,0,Pass
453,601005769,0,Pass
454,599475019,0,Pass
455,599475022,0,Pass
456,599475025,0,Pass
457,599475026,0,Pass
458,599475032,0,Pass
459,599475086,0,Pass
460,599475089,0,Pass
461,600151099,0,Pass
462,597680915,0,Pass
463,601427727,0,Pass
464,599474933,0,Pass
465,599475152,0,Pass
466,599475137,0,Pass
467,599474997,0,Pass
468,600353469,0,Pass
469,599474935,0,Pass
470,599475034,0,Pass
471,599475098,0,Pass
472,599475099,0,Pass
473,599475101,0,Pass
474,599475122,0,Pass
475,599475140,0,Pass
476,599475187,0,Pass
477,599475188,0,Pass
478,599475051,0,Pass
479,599435692,0,Pass
480,599435697,0,Pass
481,599435690,0,Pass
482,599435695,0,Pass
483,600438457,0,Pass
484,600438458,0,Pass
485,600438456,0,Pass
486,601077084,0,Pass
487,601438797,0,Pass
488,599890965,0,Pass
489,600353471,0,Pass
490,600353470,0,Pass
491,599475061,0,Pass
492,599475111,0,Pass
493,599474901,0,Pass
494,599475190,0,Pass
495,599475148,0,Pass
496,599475100,0,Pass
497,599475035,0,Pass
498,599475119,0,Pass
499,599475102,0,Pass
500,599475151,0,Pass
501,599474861,0,Pass
502,599475139,0,Pass
503,599475141,0,Pass
504,599474779,0,Pass
505,599475062,0,Pass
506,599475064,1,Fail
507,599474847,0,Pass
508,599474851,0,Pass
509,599475154,0,Pass
510,599475142,0,Pass
511,599474864,0,Pass
512,599474953,0,Pass
513,599474850,0,Pass
514,599474856,0,Pass
515,599475125,0,Pass
516,599475117,0,Pass
517,599474772,0,Pass
518,599474852,0,Pass
519,599474854,0,Pass
520,599474859,0,Pass
521,599474918,0,Pass
522,599435719,0,Pass
523,599435712,0,Pass
524,599435731,0,Pass
525,599435726,0,Pass
526,599435714,0,Pass
527,599435723,0,Pass
528,599435721,0,Pass
529,599435728,0,Pass
530,599435716,0,Pass
531,599435709,0,Pass
532,600550180,0,Pass
533,601716244,0,Pass
534,600407964,0,Pass
535,599474963,0,Pass
536,599474938,0,Pass
537,599474798,0,Pass
538,599474795,0,Pass
539,599474777,0,Pass
540,599474960,0,Pass
541,599475060,0,Pass
542,599474891,0,Pass
543,599474955,0,Pass
544,599475186,0,Pass
545,599474958,0,Pass
546,599475189,0,Pass
547,599475108,0,Pass
548,599474909,0,Pass
549,599474940,0,Pass
550,599475144,0,Pass
551,599474985,0,Pass
552,599475143,0,Pass
553,599475159,0,Pass
554,601005773,0,Pass
555,601005776,0,Pass
556,601005775,0,Pass
557,601834074,0,Pass
558,601834075,0,Pass
559,601834076,0,Pass
560,599474903,0,Pass
561,599474995,0,Pass
562,599475147,0,Pass
563,599475066,0,Pass
564,599475132,0,Pass
565,599474849,0,Pass
566,599474819,0,Pass
567,599474793,0,Pass
568,599474916,0,Pass
569,601371070,0,Pass
570,601371071,0,Pass
571,601371084,0,Pass
572,601371076,0,Pass
573,601371072,0,Pass
574,601371082,0,Pass
575,601371083,0,Pass
576,601371074,0,Pass
577,600549160,0,Pass
578,600549159,0,Pass
579,599435693,0,Pass
580,601030576,0,Pass
581,601429442,0,Pass
582,601429443,0,Pass
583,599359184,0,Pass
584,600937155,0,Pass
585,596872567,0,Pass
586,601716243,0,Pass
587,601427729,0,Pass
588,600074858,0,Pass
589,601715405,0,Pass
590,601371080,0,Pass
591,599475161,0,Pass
592,601371073,0,Pass
593,601371085,0,Pass
594,599475000,0,Pass
595,599475192,0,Pass
596,599474791,0,Pass
597,599435688,0,Pass
598,600871942,0,Pass
599,600871940,0,Pass
600,600871941,0,Pass
601,600871943,0,Pass
602,600871944,0,Pass
603,600908616,0,Pass
604,600870346,0,Pass
605,601371078,0,Pass
606,602159148,0,Pass
607,602583648,0,Pass
608,602195543,0,Pass
609,602195542,0,Pass
610,602244370,0,Pass
611,600358135,0,Pass
612,600358137,0,Pass
613,602016476,0,Pass
614,602152860,0,Pass
615,602178140,0,Pass
616,602178141,0,Pass
617,602178142,0,Pass
618,602178143,0,Pass
619,602178144,0,Pass
620,602178145,0,Pass
621,602444325,0,Pass
622,602493697,0,Pass
623,602583650,0,Pass
624,602244369,0,Pass
625,603043685,0,Pass
626,603043686,0,Pass
627,603043684,0,Pass
628,603043687,0,Pass
629,603043688,0,Pass
630,603186007,0,Pass
631,603168192,0,Pass
632,603168190,0,Pass
633,603186002,0,Pass
634,603168177,0,Pass
635,603168186,0,Pass
636,603168182,0,Pass
637,603168181,0,Pass
638,603168180,0,Pass
639,603168178,0,Pass
640,603168179,0,Pass
641,603168183,0,Pass
642,603168184,0,Pass
643,603215112,0,Pass
644,603215113,0,Pass
645,601776373,0,Pass
646,601709211,0,Pass
647,603168188,0,Pass
648,603168189,0,Pass
649,603168200,0,Pass
650,603168185,0,Pass
651,603168176,0,Pass
652,603168193,0,Pass
653,603168199,0,Pass
654,603168198,0,Pass
655,603168197,0,Pass
656,603168196,0,Pass
657,603168195,0,Pass
658,603168194,0,Pass
659,603186013,0,Pass
660,603186009,0,Pass
661,603186004,0,Pass
662,603168187,0,Pass
663,603185999,0,Pass
664,603186000,0,Pass
665,603186012,0,Pass
666,603191208,0,Pass
667,603568351,0,Pass
668,602588797,0,Pass
669,603532304,0,Pass
670,603186014,0,Pass
671,603186011,0,Pass
672,603168191,0,Pass
673,603046178,0,Pass
674,602947856,0,Pass
675,603191211,0,Pass
676,600358125,0,Pass
677,600358131,0,Pass
678,600358133,0,Pass
679,603568349,0,Pass
680,603441331,0,Pass
681,604350290,0,Pass
682,604350289,0,Pass
683,601709210,0,Pass
684,604304795,0,Pass
685,603483993,0,Pass
686,603952699,0,Pass
687,603855675,0,Pass
688,604350291,0,Pass
689,604350286,0,Pass
690,604350288,0,Pass
691,604350287,0,Pass
692,604350284,0,Pass
693,604350285,0,Pass
694,604350282,0,Pass
695,604350283,0,Pass
696,603922034,0,Pass
697,603922031,0,Pass
698,604304797,0,Pass
699,604304798,0,Pass
700,603860366,0,Pass
701,603860363,0,Pass
702,603860362,0,Pass
703,603860360,0,Pass
704,603860365,0,Pass
705,605004941,0,Pass
706,605071282,0,Pass
707,603922033,0,Pass
708,603922032,0,Pass
709,605092261,0,Pass
710,605092259,0,Pass
711,603860368,0,Pass
712,604495615,0,Pass
713,604495616,0,Pass
714,604495613,0,Pass
715,604495614,0,Pass
716,603483992,0,Pass
717,604224531,0,Pass
718,604122405,0,Pass
719,605071281,0,Pass
720,604304796,0,Pass
721,603887497,0,Pass
722,603887498,0,Pass
723,605621473,1,Fail
724,605556661,0,Pass
725,604802990,0,Pass
726,604803637,0,Pass
727,604803638,0,Pass
728,604803639,0,Pass
729,605176561,0,Pass
730,605176559,0,Pass
731,605176562,0,Pass
732,605532307,0,Pass
733,605532304,0,Pass
734,605004942,0,Pass
735,605176558,0,Pass
736,605176557,0,Pass
737,605176555,0,Pass
738,605176563,0,Pass
739,605004932,0,Pass
740,605004933,0,Pass
741,605049764,0,Pass
742,605049765,0,Pass
743,605864850,1,Fail
744,605864851,1,Fail
745,603317241,0,Pass
746,605007611,0,Pass
747,605031508,0,Pass
748,605004937,0,Pass
749,605004938,0,Pass
750,605004939,0,Pass
751,605092260,0,Pass
752,605092262,0,Pass
753,605621471,0,Pass
754,605004934,0,Pass
755,605004936,0,Pass
756,605004944,0,Pass
757,605004945,0,Pass
758,605898548,0,Pass
759,605898549,0,Pass
760,604495617,0,Pass
761,605424417,0,Pass
762,605424418,0,Pass
763,605621466,0,Pass
764,605621469,0,Pass
765,606089890,0,Pass
766,606089889,0,Pass
767,606089888,0,Pass
768,606089887,0,Pass
769,606570484,0,Pass
770,606570485,0,Pass
771,606570483,0,Pass
772,606903229,0,Pass
773,606903230,0,Pass
774,605004946,0,Pass
775,605004935,0,Pass
776,605004940,0,Pass
777,605004943,0,Pass
778,605176560,0,Pass
779,605973103,0,Pass
780,606711677,0,Pass
781,606733782,0,Pass
782,603043689,0,Pass
783,606161245,0,Pass
784,606161246,0,Pass
785,605007612,0,Pass
786,606356283,0,Pass
787,606356282,0,Pass
788,606247832,0,Pass
789,603887499,0,Pass
790,605244829,0,Pass
791,606645794,0,Pass
792,606547947,0,Pass
793,606545743,0,Pass
794,606545742,0,Pass
795,606547950,0,Pass
796,606530659,0,Pass
797,606530660,0,Pass
798,606530661,0,Pass
799,606530662,0,Pass
800,607196898,0,Pass
801,603893817,0,Pass
802,603602762,0,Pass
803,607131829,0,Pass
804,607131828,0,Pass
805,607131826,0,Pass
806,603602761,0,Pass
807,607129497,0,Pass
808,607129496,0,Pass
809,603590883,0,Pass
810,607196896,0,Pass
811,607196897,0,Pass
812,607396783,0,Pass
813,607432538,1,Fail
814,607553791,0,Pass
815,607553789,0,Pass
816,607221045,0,Pass
817,607240449,0,Pass
818,607432541,0,Pass
819,607221044,0,Pass
820,607240448,0,Pass
821,607569160,1,Fail
822,607508994,0,Pass
823,607508988,0,Pass
824,607441156,0,Pass
825,607569159,0,Pass
826,607569456,0,Pass
827,607569457,0,Pass
828,607339337,0,Pass
829,607508980,0,Pass
830,607441154,0,Pass
831,607628874,0,Pass
832,607628871,0,Pass
833,607573228,0,Pass
834,607628873,0,Pass
835,608233515,0,Pass
836,607553790,0,Pass
837,607432533,0,Pass
838,607432534,0,Pass
839,607432535,0,Pass
840,607432536,0,Pass
841,607432532,0,Pass
842,607221037,0,Pass
843,607466648,0,Pass
844,607396782,0,Pass
845,607432540,0,Pass
846,607040091,0,Pass
847,607432539,0,Pass
848,608313329,0,Pass
849,608313343,0,Pass
850,607573225,0,Pass
851,608313340,0,Pass
852,607553788,0,Pass
853,606574028,0,Pass
854,606574030,0,Pass
855,606736792,0,Pass
856,606736793,0,Pass
857,607441155,0,Pass
858,607508992,0,Pass
859,607509005,0,Pass
860,607508991,0,Pass
862,607508990,0,Pass
863,607509003,0,Pass
864,607508989,0,Pass
865,607509002,0,Pass
866,607508993,0,Pass
867,607509006,0,Pass
868,607508986,0,Pass
869,607509000,0,Pass
870,607508985,0,Pass
871,607508999,0,Pass
872,607568922,0,Pass
873,607508979,0,Pass
874,607508995,0,Pass
875,607509007,0,Pass
876,607508998,0,Pass
877,607508984,0,Pass
878,607508983,0,Pass
879,607508997,0,Pass
880,607568921,0,Pass
881,607508982,0,Pass
882,607508996,0,Pass
883,607509008,0,Pass
884,607508978,0,Pass
885,607508987,0,Pass
886,607509001,0,Pass
887,607432530,0,Pass
888,607432531,0,Pass
889,607432537,0,Pass
890,608313336,0,Pass
891,607573222,0,Pass
892,608313335,0,Pass
893,608365875,0,Pass
894,608364997,0,Pass
895,608364996,0,Pass
896,607581515,0,Pass
897,607415714,0,Pass
898,607573226,0,Pass
899,607573231,0,Pass
900,607573227,0,Pass
902,605246606,0,Pass
903,608533500,0,Pass
904,608414274,0,Pass
905,608463226,0,Pass
906,608459978,0,Pass
907,608431722,0,Pass
908,608431724,0,Pass
909,608431727,0,Pass
910,608431728,0,Pass
911,608431725,0,Pass
